t,abad_deg,mcp_deg,pip_deg
14.162803,-30.44745085481689,20.783030936660964,-0.4860789214416174
14.172806,-30.44745085481689,20.78933643039315,-0.5639878717631119
14.182758,-30.44745085481689,20.790130595828757,-0.5674953094127153
14.192757,-30.44745085481689,20.790130595828757,-0.4970676009177631
14.202788,-30.44745085481689,20.790130595828757,-0.34993770801600477
14.212788,-30.44745085481689,20.790130595828757,-0.12794009185585364
14.222806,-30.44745085481689,20.790130595828757,0.16697117111009066
14.232756,-30.44745085481689,20.790130595828757,0.5327324003852377
14.242759,-30.44745085481689,20.790130595828757,0.9671803827898534
14.252842,-30.44745085481689,20.790130595828757,1.4680624544109917
14.262787,-30.44745085481689,20.790130595828757,2.0330465466392567
14.272811,-30.44745085481689,20.790130595828757,2.6597311527323764
14.282791,-30.44745085481689,20.790130595828757,3.3456551742225553
14.292803,-30.44745085481689,20.790130595828757,4.0883076092951605
14.302767,-30.44745085481689,20.790130595828757,4.885137048011396
14.312804,-30.44745085481689,20.790130595828757,5.733560941925827
14.322808,-30.44745085481689,20.790130595828757,6.630974618263027
14.332757,-30.44745085481689,20.790130595828757,7.574760011364265
14.342756,-30.44745085481689,20.790130595828757,8.562294086595525
14.352809,-30.44745085481689,20.790130595828757,9.590956934323955
14.362792,-30.44745085481689,20.790130595828757,10.65813951391786
14.372809,-30.44745085481689,20.790130595828757,11.761251030008777
14.382757,-30.44745085481689,20.790130595828757,12.897725925470928
14.392757,-30.44745085481689,20.790130595828757,14.065030477724001
14.402807,-30.44745085481689,20.790130595828757,15.260668987051318
14.412804,-30.44745085481689,20.790130595828757,16.482189547642417
14.422803,-30.44745085481689,20.790130595828757,17.727189394024474
14.432804,-30.44745085481689,20.790130595828757,18.993319817431924
14.442804,-30.44745085481689,20.790130595828757,20.2782906484861
14.452796,-30.44745085481689,20.790130595828757,21.57987430431111
14.462803,-30.44745085481689,20.790130595828757,22.895909399901466
14.472803,-30.44745085481689,20.790130595828757,24.224303925180024
14.482757,-30.44745085481689,20.790130595828757,25.563037990741815
14.492787,-30.44745085481689,20.790130595828757,26.910166146771097
14.502828,-30.44745085481689,20.790130595828757,28.26381928104298
14.512758,-30.44745085481689,20.790130595828757,29.622206103281513
14.522774,-30.44745085481689,20.790130595828757,30.983614224438142
14.532759,-30.44745085481689,20.790130595828757,32.34641084068259
14.542757,-30.44745085481689,20.790130595828757,33.709043033058876
14.552853,-30.44745085481689,20.790130595828757,35.070037694854676
14.562759,-30.44745085481689,20.790130595828757,36.42800109976144
14.572769,-30.44745085481689,20.790130595828757,37.781618124866405
14.582759,-30.44745085481689,20.790130595828757,39.12965114341402
14.592805,-30.44745085481689,20.790130595828757,40.47093860310681
14.602775,-30.44745085481689,20.790130595828757,41.80439330648011
14.612806,-30.44745085481689,20.790130595828757,43.129000410585235
14.622803,-30.44745085481689,20.790130595828757,44.443815163848264
14.632758,-30.44745085481689,20.790130595828757,45.74796039854006
14.642801,-30.44745085481689,20.790130595828757,47.040623797793536
14.652765,-30.44745085481689,20.790130595828757,48.321054956540436
14.662788,-30.44745085481689,20.790130595828757,49.58856225610891
14.672804,-30.44745085481689,20.790130595828757,50.842509572527085
14.682757,-30.44745085481689,20.790130595828757,52.08231283881486
14.692755,-30.44745085481689,20.790130595828757,53.30743648171823
14.702803,-30.44745085481689,20.790130595828757,54.517389753445514
14.712786,-30.44745085481689,20.790130595828757,55.71172297900492
14.722805,-30.44745085481689,20.790130595828757,56.89002373971607
14.732774,-30.44745085481689,20.790130595828757,58.0519130133762
14.742817,-30.44745085481689,20.790130595828757,59.197041291402485
14.752772,-30.44745085481689,20.790130595828757,60.325084693049405
14.762787,-30.44745085481689,20.790130595828757,61.43574109650706
14.772806,-30.44745085481689,20.790130595828757,62.52872630633318
14.782764,-30.44745085481689,20.790130595828757,63.60377027624637
14.792774,-30.44745085481689,20.790130595828757,64.66061340582216
14.802776,-30.44745085481689,20.790130595828757,65.69900292907758
14.812806,-30.44745085481689,20.790130595828757,66.71868941231104
14.822776,-30.44745085481689,20.790130595828757,67.71942337787699
14.832789,-30.44745085481689,20.790130595828757,68.70095206982349
14.842786,-30.44745085481689,20.790130595828757,69.66301637650217
14.852779,-30.44745085481689,20.790130595828757,70.60534792437629
14.862811,-30.44745085481689,20.790130595828757,71.52766635630216
14.872775,-30.44745085481689,20.790130595828757,72.42967680654324
14.882757,-30.44745085481689,20.790130595828757,73.31106758369435
14.892787,-30.44745085481689,20.790130595828757,74.17150807154502
14.902779,-30.44745085481689,20.790130595828757,75.010646856697
14.912787,-30.44745085481689,20.790130595828757,75.8281100904716
14.922776,-30.44745085481689,20.790130595828757,76.6235000912953
14.932759,-30.44745085481689,20.790130595828757,77.39639419234133
14.942758,-30.44745085481689,20.790130595828757,78.14634383772668
14.952806,-30.44745085481689,20.790130595828757,78.87287392901845
14.962756,-30.44745085481689,20.790130595828757,79.57548242219703
14.97279,-30.44745085481689,20.790130595828757,80.25364017354383
14.982725,-30.44745085481689,20.790130595828757,80.90679103118174
14.992755,-30.44745085481689,20.790130595828757,81.53435216718869
15.002775,-30.44745085481689,20.790130595828757,82.13571464332897
15.012789,-30.44745085481689,20.790130595828757,82.71024420150978
15.022806,-30.44745085481689,20.790130595828757,83.25728226806214
15.032781,-30.44745085481689,20.790130595828757,83.77614715887559
15.042807,-30.44745085481689,20.790130595828757,84.2661354702768
15.052812,-30.44745085481689,20.790130595828757,84.72652363833957
15.062787,-30.44745085481689,20.790130595828757,85.15656964704338
15.07281,-30.44745085481689,20.790130595828757,85.55551486336206
15.082757,-30.44745085481689,20.790130595828757,85.9225859749628
15.092773,-30.44745085481689,20.790130595828757,86.2569970037272
15.102806,-30.44745085481689,20.790130595828757,86.55795136577409
15.112803,-30.44745085481689,20.790130595828757,86.82464394606174
15.122804,-30.44745085481689,20.790130595828757,87.05626315298451
15.13276,-30.44745085481689,20.790130595828757,87.2519929156441
15.142756,-30.44745085481689,20.790130595828757,87.41101458368172
15.152804,-30.44745085481689,20.790130595828757,87.53250868668971
15.162758,-30.44745085481689,20.790130595828757,87.61565650729597
15.172786,-30.44745085481689,20.790130595828757,87.65964141901556
15.182782,-30.44745085481689,20.790416881629735,87.66492674200788
15.192804,-30.44745085481689,20.795470382543623,87.63017217287435
15.20281,-30.44745085481689,20.806732575413594,87.55271945411286
15.2128,-30.44745085481689,20.824075767064233,87.43344871907306
15.222787,-30.44745085481689,20.847372148701723,87.27324099818742
15.232803,-30.44745085481689,20.876493876841764,87.07297704268309
15.24281,-30.44745085481689,20.911312965809454,86.83353615403243
15.252807,-30.44745085481689,20.95170142204592,86.55579450781526
15.262776,-30.44745085481689,20.99753118956032,86.24062357505403
15.272806,-30.44745085481689,21.04867416460789,85.88888834750314
15.282757,-30.44745085481689,21.105002279394434,85.50144540553913
15.292833,-30.44745085481689,21.166387396413725,85.07914120069762
15.302773,-30.44745085481689,21.232701443637822,84.62281002676873
15.312801,-30.44745085481689,21.303816360041612,84.13327227024737
15.322802,-30.44745085481689,21.37960412676602,83.61133261045178
15.332759,-30.44745085481689,21.45993676329907,83.05777835230131
15.342803,-30.44745085481689,21.544686391828417,82.47337778068018
15.352781,-30.44745085481689,21.63372519756152,81.85887878269972
15.362709,-30.44745085481689,21.72692545703117,81.21500753237383
15.372807,-30.44745085481689,21.824159548250773,80.54246736710455
15.382757,-30.44745085481689,21.925299942655897,79.8419378711652
15.392807,-30.44745085481689,22.030219264799694,79.11407406578601
15.402765,-30.44745085481689,22.138790247692096,78.35950594322152
15.412776,-30.44745085481689,22.250885755803157,77.57883812751841
15.422805,-30.44745085481689,22.3663787896641,76.77264978220035
15.432804,-30.44745085481689,22.485142472045663,75.94149477057381
15.442812,-30.44745085481689,22.607050101709994,75.08590195763381
15.452779,-30.44745085481689,22.731975102699256,74.20637588452412
15.462803,-30.44745085481689,22.859791041188874,73.30339758711747
15.472805,-30.44745085481689,22.99037162389531,72.37742567176936
15.482757,-30.44745085481689,23.12359067805165,71.4288976460649
15.492756,-30.44745085481689,23.25932221618633,70.45823136043323
15.502774,-30.44745085481689,23.39744031048733,69.46582692847728
15.512804,-30.44745085481689,23.53781918964799,68.45206855930512
15.522805,-30.44745085481689,23.680333231388573,67.4173267360037
15.532765,-30.44745085481689,23.82485685066833,66.3619607353289
15.542811,-30.44745085481689,23.97126462774625,65.286321003344
15.552811,-30.44745085481689,24.119431159974354,64.1907520878588
15.562803,-30.44745085481689,24.269231153568356,63.075595401303644
15.572805,-30.44745085481689,24.420539411303228,61.94119227623518
15.582756,-30.44745085481689,24.573230716130176,60.787887304904984
15.592804,-30.44745085481689,24.72717995505755,59.61603145992117
15.602779,-30.44745085481689,24.882261966959156,58.42598571207399
15.612788,-30.44745085481689,25.03835164805532,57.21812436990723
15.622813,-30.44745085481689,25.195323850291235,55.992838788261004
15.632756,-30.44745085481689,25.353053451528194,54.7505408833802
15.642803,-30.44745085481689,25.511415218694182,53.4916669876044
15.652807,-30.44745085481689,25.670283911887253,52.2166813699966
15.662788,-30.44745085481689,25.82953419881454,50.926080035635046
15.672799,-30.44745085481689,25.989040638064505,49.620394406366366
