duration, joint_1, joint_2, joint_3, K_pos_1, K_pos_2, K_pos_3, K_vel_1, K_vel_2, K_vel_3, trq_lim_1, trq_lim_2, trq_lim_3
    20.0, -1.5   ,    36.5,    59.0,  0.0012,  0.0012, 0.005, 0.00002, 0.00002, 0.00002,   0.00386,   0.00386,      0.01
