duration, joint_1, joint_2, joint_3, K_pos_1, K_pos_2, K_pos_3, K_vel_1, K_vel_2, K_vel_3, trq_lim_1, trq_lim_2, trq_lim_3
20.0,-1.5,36.5,59.0,3.91955,44.0883,19.3723,0.0628285,0.471449,0.193723,0.30529,1.12745,0.622452
      
