duration, joint_1, joint_2, joint_3, K_pos_1, K_pos_2, K_pos_3, K_vel_1, K_vel_2, K_vel_3, trq_lim_1, trq_lim_2, trq_lim_3
20.0,-19.0,64.0,27.5,29.049,45.7337,20.0446,1.29107,0.457337,0.200446,0.245181,1.13845,0.63316

      
