duration, joint_1, joint_2, joint_3, K_pos_1, K_pos_2, K_pos_3, K_vel_1, K_vel_2, K_vel_3, trq_lim_1, trq_lim_2, trq_lim_3
20.0,2.8,30.6,57.7,3.64281,39.4125,18.4725,0.060234,0.425628,0.184725,0.254885,1.07514,0.607823
