duration, joint_1, joint_2, joint_3, K_pos_1, K_pos_2, K_pos_3, K_vel_1  , K_vel_2 , K_vel_3 , trq_lim_1, trq_lim_2, trq_lim_3
    20.0,     4.8,    13.8,    60.9, 3.58803, 28.1873, 17.0683, 0.0597144, 0.312648, 0.170683,  0.228263,   0.92601,  0.584266
      
