duration, joint_1, joint_2, joint_3, joint_4, joint_5, joint_6, joint_7, K_pos_1, K_pos_2, K_pos_3, K_pos_4, K_pos_5, K_pos_6, K_pos_7, K_vel_1, K_vel_2, K_vel_3, K_vel_4, K_vel_5, K_vel_6, K_vel_7
    20.0, -0.17  ,    4.74, -16.65 , -19.12 , -90.46 , -2.29  ,    0.11, 6573.47, 6573.47, 6573.47, 2511.75, 866.293, 613.734, 488.362, 8.21683, 8.21683, 8.21683, 3.13969, 1.08287, 2.04578, 1.62787
      
