duration, joint_1, joint_2, K_pos_1, K_pos_2, K_vel_1 , K_vel_2, trq_lim_1, trq_lim_2
    20.0,     0.0,     0.0,  240.25,     400, 0.300312,     0.5,     2.325,       2.3
