duration, joint_1, joint_2, joint_3, K_pos_1, K_pos_2, K_pos_3, K_vel_1, K_vel_2, K_vel_3, trq_lim_1, trq_lim_2, trq_lim_3
20.0,2.4,22.8,62.4,3.64844,34.6056,18.5682,0.0602736,0.37791,0.185682,0.25636,1.01594,0.609396
